,Player,Age,Team,Position,Games Played,Goals,Assists,PTS,+/-,PIM,Point Share,Even Strength Goals,PPG,SHG,GWG,Shots,S%,TOI,ATOI,BLK,HIT,FOW,FO%,Season
732,Conor Sheary\shearco01,27,TOT,LW,63,10,13,23,-5,10,1.9,9,1,0,1,102,9.8,826,13:06,26,28,1,25.0,2019-20
733,Kiefer Sherwood\sherwki01,24,ANA,RW,10,0,1,1,-1,6,-0.1,0,0,0,0,17,0.0,133,13:20,4,24,3,75.0,2019-20
734,Kole Sherwood\sherwko01,23,CBJ,RW,3,0,0,0,0,2,0.0,0,0,0,0,6,0.0,20,6:38,1,10,0,0.0,2019-20
735,Devin Shore\shorede01,25,TOT,C,45,5,7,12,-10,8,0.6,5,0,0,1,50,10.0,524,11:39,14,52,47,47.0,2019-20
736,Nick Shore\shoreni01,27,TOT,C,63,3,3,6,1,20,-0.1,3,0,0,0,45,6.7,578,9:11,20,55,211,55.4,2019-20
737,Jonas Siegenthaler\siegejo01,22,WSH,D,64,2,7,9,11,43,2.3,2,0,0,1,49,4.1,1007,15:44,105,51,0,,2019-20
738,Dylan Sikura\sikurdy01,24,CHI,C,9,1,2,3,1,0,0.3,1,0,0,0,10,10.0,89,9:54,2,0,0,0.0,2019-20
739,Jakob Silfverberg\silfvja01,29,ANA,LW,66,21,18,39,0,14,4.4,15,4,2,1,155,13.5,1167,17:41,41,28,8,19.5,2019-20
740,Radim Simek\simekra01,27,SJS,D,48,2,7,9,-13,14,1.4,2,0,0,0,40,5.0,825,17:11,60,91,0,,2019-20
741,Wayne Simmonds\simmowa01,31,TOT,RW,68,8,17,25,-21,66,1.0,3,5,0,1,119,6.7,1015,14:55,29,145,29,39.2,2019-20
742,Dominik Simon\simondo01,25,PIT,C,64,7,15,22,-9,12,1.1,7,0,0,0,102,6.9,922,14:24,20,57,15,35.7,2019-20
743,Colton Sissons\sissoco01,26,NSH,C,57,9,6,15,-2,20,0.9,8,0,1,2,52,17.3,817,14:20,41,84,283,51.3,2019-20
744,Jeff Skinner\skinnje01,27,BUF,LW,59,14,9,23,-22,18,1.4,14,0,0,1,183,7.7,973,16:29,11,29,32,37.2,2019-20
745,Brady Skjei\skjeibr01,25,TOT,D,67,8,16,24,-10,45,3.2,8,0,0,1,139,5.8,1386,20:41,96,103,0,,2019-20
746,Jaccob Slavin\slavija01,25,CAR,D,68,6,30,36,30,10,7.9,6,0,0,3,145,4.1,1592,23:24,107,43,0,,2019-20
747,Brendan Smith\smithbr05,30,NYR,D,62,3,5,8,-12,71,0.5,2,0,1,0,45,6.7,688,11:06,41,90,1,100.0,2019-20
748,Craig Smith\smithcr01,30,NSH,C,69,18,13,31,18,34,4.0,14,4,0,2,184,9.8,926,13:25,19,60,14,48.3,2019-20
749,Dalton Smith\smithda03,27,BUF,LW,1,0,0,0,1,2,0.0,0,0,0,0,0,,1,1:26,0,0,0,,2019-20
750,Gemel Smith\smithge02,25,TBL,C,3,1,0,1,0,4,0.1,1,0,0,0,1,100.0,28,9:10,2,1,13,65.0,2019-20
751,Givani Smith\smithgi01,21,DET,RW,21,2,1,3,-2,9,0.2,2,0,0,0,22,9.1,203,9:41,3,42,0,,2019-20
752,Reilly Smith\smithre01,28,VEG,RW,71,27,27,54,17,20,6.8,22,3,2,6,169,16.0,1272,17:55,30,55,3,25.0,2019-20
753,Zack Smith\smithza01,31,CHI,C,50,4,7,11,2,29,0.6,3,0,1,1,43,9.3,589,11:47,18,112,88,46.3,2019-20
754,Vladimir Sobotka\sobotvl01,32,BUF,C,16,1,2,3,2,4,0.1,1,0,0,0,23,4.3,228,14:16,7,26,39,55.7,2019-20
755,Carl Soderberg\soderca01,34,ARI,C,70,17,18,35,6,18,4.0,11,6,0,1,135,12.6,1113,15:54,41,77,245,45.3,2019-20
756,Marcus Sorensen\sorenma01,27,SJS,RW,66,7,11,18,-12,26,0.8,6,0,1,0,78,9.0,914,13:51,18,56,3,15.0,2019-20
757,Carson Soucy\soucyca01,25,MIN,D,55,7,7,14,16,18,4.0,6,0,1,1,61,11.5,860,15:38,50,69,0,,2019-20
758,Jason Spezza\spezzja01,36,TOR,C,58,9,16,25,-3,18,2.1,7,2,0,0,73,12.3,628,10:50,19,13,215,54.0,2019-20
759,Daniel Sprong\spronda01,22,ANA,RW,8,1,1,2,-2,0,0.1,0,1,0,0,17,5.9,113,14:06,3,4,0,,2019-20
760,Jared Spurgeon\spurgja01,30,MIN,D,62,12,20,32,-1,18,5.4,9,3,0,2,112,10.7,1400,22:34,102,61,0,0.0,2019-20
761,Eric Staal\staaler01,35,MIN,C,66,19,28,47,-9,28,4.4,14,5,0,5,113,16.8,1131,17:08,22,24,495,49.5,2019-20
762,Jordan Staal\staaljo01,31,CAR,C,68,8,19,27,3,40,1.6,6,2,0,0,125,6.4,1190,17:30,36,149,699,54.4,2019-20
763,Marc Staal\staalma01,33,NYR,D,52,2,9,11,5,16,2.1,2,0,0,0,46,4.3,917,17:39,76,69,0,,2019-20
764,Steven Stamkos\stamkst01,29,TBL,C,57,29,37,66,14,22,8.1,19,10,0,6,176,16.5,1050,18:25,38,69,365,54.3,2019-20
765,Paul Stastny\stastpa01,34,VEG,C,71,17,21,38,6,24,3.8,12,5,0,3,136,12.5,1216,17:08,32,63,624,54.8,2019-20
766,Troy Stecher\stechtr01,25,VAN,D,69,5,12,17,10,32,3.8,5,0,0,0,86,5.8,1059,15:21,70,69,0,,2019-20
767,Sam Steel\steelsa01,21,ANA,C,65,6,16,22,-13,20,0.8,5,1,0,1,85,7.1,1011,15:33,25,24,369,50.3,2019-20
768,Alex Steen\steenal01,35,STL,C,55,7,10,17,7,12,1.4,7,0,0,0,71,9.9,772,14:02,47,26,8,53.3,2019-20
769,Kevin Stenlund\stenlke01,23,CBJ,C,32,6,4,10,2,8,1.1,3,3,0,1,57,10.5,447,13:59,22,19,52,40.3,2019-20
770,Derek Stepan\stepade01,29,ARI,C,70,10,18,28,-4,16,2.0,8,1,1,2,158,6.3,1235,17:39,54,43,569,47.5,2019-20
771,Mitchell Stephens\stephmi01,22,TBL,C,38,3,3,6,-9,10,-0.2,3,0,0,0,43,7.0,410,10:47,9,36,187,52.5,2019-20
772,Chandler Stephenson\stephch02,25,TOT,C,65,11,15,26,24,16,3.1,8,1,2,5,73,15.1,931,14:19,32,52,233,45.3,2019-20
773,Chris Stewart\stewach02,32,PHI,RW,16,0,1,1,-7,21,-0.4,0,0,0,0,5,0.0,124,7:47,4,35,0,,2019-20
774,Riley Stillman\stillri01,21,FLA,D,34,0,5,5,-3,14,0.6,0,0,0,0,39,0.0,650,19:07,57,59,0,,2019-20
775,Mark Stone\stonema01,27,VEG,RW,65,21,42,63,15,27,7.1,15,6,0,3,168,12.5,1262,19:25,51,56,16,34.8,2019-20
776,Michael Stone\stonemi01,29,CGY,D,33,2,5,7,-5,16,1.1,2,0,0,0,57,3.5,539,16:19,54,52,0,,2019-20
777,Anton Stralman\stralan01,33,FLA,D,69,5,14,19,-6,14,2.6,5,0,0,3,89,5.6,1454,21:04,96,68,0,,2019-20
778,Ben Street\streebe01,32,NJD,C,3,0,1,1,1,0,0.1,0,0,0,0,4,0.0,24,8:08,0,3,5,45.5,2019-20
779,Dylan Strome\stromdy01,22,CHI,C,58,12,26,38,1,16,3.5,10,2,0,2,97,12.4,925,15:56,29,23,277,47.7,2019-20
780,Ryan Strome\stromry01,26,NYR,C,70,18,41,59,21,48,5.9,15,3,0,3,154,11.7,1371,19:35,32,45,496,47.5,2019-20
781,Jack Studnicka\studnja01,20,BOS,C,2,0,1,1,2,2,0.1,0,0,0,0,3,0.0,24,12:08,0,2,9,60.0,2019-20
782,Nico Sturm\sturmni01,24,MIN,C,6,0,2,2,2,0,0.2,0,0,0,0,2,0.0,71,11:54,5,6,26,53.1,2019-20
783,P.K. Subban\subbapk01,30,NJD,D,68,7,11,18,-21,79,2.8,5,2,0,3,151,4.6,1504,22:07,90,88,0,,2019-20
784,C.J. Suess\frankcl01,25,WPG,LW,1,0,0,0,-1,0,0.0,0,0,0,0,0,,6,6:26,0,1,1,25.0,2019-20
785,Oskar Sundqvist\sundqos01,25,STL,C,57,12,11,23,5,28,2.4,11,0,1,1,97,12.4,820,14:23,26,60,105,44.3,2019-20
786,Antti Suomela\suomean01,25,SJS,C,20,1,6,7,4,4,0.7,1,0,0,0,18,5.6,194,9:41,5,27,51,54.8,2019-20
787,Ryan Suter\suterry01,35,MIN,D,69,8,40,48,-6,12,6.4,6,2,0,2,111,7.2,1700,24:38,93,48,0,,2019-20
788,Brandon Sutter\suttebr03,30,VAN,C,44,8,9,17,1,25,1.4,7,1,0,0,76,10.5,653,14:51,15,18,185,48.9,2019-20
789,Nick Suzuki\suzukni01,20,MTL,C,71,13,28,41,-15,6,3.2,7,6,0,1,138,9.4,1135,15:59,32,64,305,46.3,2019-20
790,Andrei Svechnikov\svechan01,19,CAR,RW,68,24,37,61,9,54,6.9,18,6,0,5,183,13.1,1138,16:44,27,116,0,0.0,2019-20
791,Evgeny Svechnikov\svechev01,23,DET,LW,4,0,0,0,-1,2,-0.1,0,0,0,0,7,0.0,33,8:20,1,5,0,,2019-20
792,Jordan Szwarz\szwarjo01,28,OTT,RW,3,0,0,0,0,2,0.0,0,0,0,0,2,0.0,15,4:55,1,6,4,44.4,2019-20
793,Brandon Tanev\tanevbr01,28,PIT,LW,68,11,14,25,-1,16,1.9,9,0,2,4,95,11.6,1004,14:46,65,244,6,40.0,2019-20
794,Chris Tanev\tanevch01,30,VAN,D,69,2,18,20,4,41,3.6,2,0,0,1,45,4.4,1348,19:32,159,32,0,,2019-20
795,Vladimir Tarasenko\tarasvl01,28,STL,RW,10,3,7,10,-2,0,1.0,2,1,0,0,26,11.5,162,16:11,7,17,0,,2019-20
796,Tomas Tatar\tatarto01,29,MTL,C,68,22,39,61,5,36,7.0,14,8,0,1,162,13.6,1108,16:18,24,79,9,36.0,2019-20
797,John Tavares\tavarjo01,29,TOR,C,63,26,34,60,-7,24,6.1,19,7,0,4,197,13.2,1232,19:33,31,32,617,55.3,2019-20
798,Matt Tennyson\tennyma01,29,NJD,D,20,0,3,3,-2,6,0.4,0,0,0,0,14,0.0,243,12:09,18,27,0,,2019-20
799,Teuvo Teravainen\teravte01,25,CAR,F,68,15,48,63,20,8,6.4,10,4,1,1,182,8.2,1305,19:12,30,18,26,49.1,2019-20
800,Troy Terry\terrytr01,22,ANA,C,47,4,11,15,-5,6,0.7,4,0,0,0,73,5.5,682,14:31,9,3,3,37.5,2019-20
801,Alexandre Texier\texieal01,20,CBJ,C,36,6,7,13,3,10,1.4,6,0,0,1,49,12.2,459,12:45,7,20,22,34.9,2019-20
802,Shea Theodore\theodsh01,24,VEG,D,71,13,33,46,12,25,8.1,11,1,1,4,219,5.9,1579,22:14,69,20,0,,2019-20
803,Robert Thomas\thomaro01,20,STL,C,66,10,32,42,9,18,4.1,9,1,0,2,87,11.5,961,14:34,13,13,136,42.9,2019-20
804,Nate Thompson\thompna01,35,TOT,C,70,4,11,15,-1,30,0.4,4,0,0,1,67,6.0,895,12:47,50,118,433,55.0,2019-20
805,Tage Thompson\thompta01,22,BUF,C,1,0,0,0,0,0,0.0,0,0,0,0,0,,7,6:59,0,2,0,,2019-20
806,Joe Thornton\thornjo01,40,SJS,C,70,7,24,31,-19,34,1.6,4,3,0,1,76,9.2,1085,15:30,29,20,323,49.4,2019-20
807,Calvin Thurkauf\thurkca01,22,CBJ,C,3,0,0,0,0,0,0.0,0,0,0,0,1,0.0,25,8:15,0,5,2,100.0,2019-20
808,Chris Tierney\tiernch01,25,OTT,C,71,11,26,37,-6,20,2.6,6,1,4,2,102,10.8,1220,17:11,37,44,521,51.2,2019-20
809,Dmytro Timashov\timasdm01,23,TOT,LW,44,4,5,9,1,16,0.7,4,0,0,1,37,10.8,375,8:32,11,93,0,,2019-20
810,Conor Timmins\timmico01,21,COL,D,2,0,0,0,2,0,0.2,0,0,0,0,1,0.0,21,10:25,0,0,0,,2019-20
811,Jarred Tinordi\tinorja01,27,NSH,D,28,1,4,5,-1,34,0.8,1,0,0,0,20,5.0,465,16:37,36,71,0,,2019-20
812,Brady Tkachuk\tkachbr01,20,OTT,LW,71,21,23,44,-14,106,3.9,19,2,0,3,259,8.1,1344,18:56,43,303,144,46.2,2019-20
813,Matthew Tkachuk\tkachma01,22,CGY,LW,69,23,38,61,-5,74,6.5,18,5,0,4,188,12.2,1263,18:18,22,122,0,0.0,2019-20
814,Devon Toews\toewsde01,25,NYI,D,68,6,22,28,1,16,5.0,5,1,0,1,122,4.9,1395,20:31,75,55,0,,2019-20
815,Jonathan Toews\toewsjo01,31,CHI,C,70,18,42,60,-2,48,5.4,16,1,1,3,172,10.5,1384,19:47,35,56,856,57.3,2019-20
816,Tyler Toffoli\toffoty01,27,TOT,C,68,24,20,44,-1,20,5.1,19,5,0,4,203,11.8,1146,16:51,16,48,4,28.6,2019-20
817,Dominic Toninato\tonindo01,25,FLA,C,46,4,7,11,4,37,0.7,4,0,0,0,38,10.5,513,11:09,28,57,128,47.1,2019-20
818,Yakov Trenin\treniya01,23,NSH,C,21,2,4,6,1,9,0.5,2,0,0,0,25,8.0,204,9:44,9,46,3,75.0,2019-20
819,Vincent Trocheck\trochvi01,26,TOT,C,62,11,27,38,-8,49,2.7,9,1,1,2,141,7.8,1037,16:44,37,101,434,52.2,2019-20
820,Zach Trotman\trotmza01,29,PIT,D,8,0,0,0,-1,4,0.0,0,0,0,0,11,0.0,118,14:43,10,21,0,,2019-20
821,Jacob Trouba\troubja01,25,NYR,D,70,7,20,27,-12,61,3.3,3,4,0,1,168,4.2,1580,22:34,128,173,0,,2019-20
822,Alexander True\trueal01,22,SJS,F,12,0,4,4,1,2,0.3,0,0,0,0,12,0.0,120,10:00,2,23,32,46.4,2019-20
823,Alex Tuch\tuchal01,23,VEG,RW,42,8,9,17,-10,8,1.1,5,3,0,2,98,8.2,614,14:37,20,58,8,28.6,2019-20
824,Kyle Turris\turriky01,30,NSH,C,62,9,22,31,-9,22,2.0,7,2,0,4,88,10.2,956,15:25,25,18,246,47.5,2019-20
825,Carsen Twarynski\twaryca01,22,PHI,F,15,1,0,1,-2,4,-0.2,1,0,0,0,14,7.1,160,10:41,8,40,0,0.0,2019-20
826,T.J. Tynan\tynant.01,27,COL,C,16,0,1,1,-1,2,-0.2,0,0,0,0,7,0.0,136,8:28,3,7,3,16.7,2019-20
827,Urho Vaakanainen\vaakaur01,21,BOS,D,5,0,0,0,2,0,0.2,0,0,0,0,2,0.0,84,16:51,3,8,0,,2019-20
828,James van Riemsdyk\vanrija01,30,PHI,LW,66,19,21,40,5,8,4.5,15,4,0,2,151,12.6,983,14:54,18,25,8,34.8,2019-20
829,Trevor van Riemsdyk\vanritr01,28,CAR,D,49,1,7,8,-7,10,1.0,1,0,0,0,58,1.7,728,14:52,37,21,0,,2019-20
830,Sami Vatanen\vatansa01,28,NJD,D,47,5,18,23,-12,22,3.2,4,1,0,0,95,5.3,1022,21:45,80,50,0,,2019-20
831,Frank Vatrano\vatrafr01,25,FLA,LW,69,16,18,34,-8,30,2.8,12,2,2,4,162,9.9,1036,15:01,43,102,12,30.0,2019-20
832,Lukas Vejdemo\vejdelu01,24,MTL,C,7,1,0,1,0,0,0.1,1,0,0,0,7,14.3,56,8:01,3,8,1,20.0,2019-20
833,Carter Verhaeghe\verhaca01,24,TBL,C,52,9,4,13,-9,8,0.9,8,1,0,1,57,15.8,487,9:22,8,29,14,45.2,2019-20
834,Max Veronneau\veronma01,24,OTT,RW,4,0,0,0,-2,0,-0.1,0,0,0,0,3,0.0,34,8:25,2,2,0,,2019-20
835,Jimmy Vesey\veseyji02,26,BUF,LW,64,9,11,20,12,15,2.0,8,0,1,2,93,9.7,883,13:48,20,43,0,0.0,2019-20
836,Gabriel Vilardi\vilarga01,20,LAK,C,10,3,4,7,0,4,0.8,2,1,0,0,19,15.8,129,12:51,4,1,49,53.3,2019-20
837,Jake Virtanen\virtaja01,23,VAN,RW,69,18,18,36,-4,41,3.7,12,6,0,6,150,12.0,903,13:05,28,102,5,27.8,2019-20
838,Marc-Edouard Vlasic\vlasima01,32,SJS,D,70,5,10,15,-10,10,3.4,4,0,1,1,74,6.8,1421,20:18,97,37,0,,2019-20
839,Alexander Volkov\volkoal01,22,TBL,RW,9,0,1,1,-6,6,-0.3,0,0,0,0,7,0.0,92,10:16,2,10,1,25.0,2019-20
840,Jakub Voracek\voracja01,30,PHI,RW,69,12,44,56,14,31,5.4,8,4,0,3,132,9.1,1176,17:03,21,17,7,35.0,2019-20
841,Mikhail Vorobyev\vorobmi01,23,PHI,C,20,1,2,3,-5,6,-0.1,1,0,0,0,15,6.7,209,10:26,3,4,78,55.7,2019-20
842,Jakub Vrana\vranaja01,23,WSH,LW,69,25,27,52,3,18,6.1,24,1,0,6,187,13.4,1027,14:53,16,29,6,54.5,2019-20
843,Austin Wagner\wagneau01,22,LAK,LW,65,6,5,11,-5,39,0.4,6,0,0,0,124,4.8,763,11:45,19,145,3,33.3,2019-20
844,Chris Wagner\wagnech01,28,BOS,C,67,6,4,10,-8,47,0.0,5,0,1,0,78,7.7,834,12:26,31,192,115,46.2,2019-20
845,Oliver Wahlstrom\wahlsol01,19,NYI,RW,9,0,0,0,-2,4,-0.2,0,0,0,0,9,0.0,93,10:17,4,10,0,0.0,2019-20
846,Nathan Walker\walkena01,25,STL,C,5,1,1,2,-2,4,0.1,1,0,0,0,6,16.7,56,11:08,1,10,1,100.0,2019-20
847,Sean Walker\walkese01,25,LAK,D,70,5,19,24,-12,26,3.8,5,0,0,0,127,3.9,1319,18:50,84,81,0,,2019-20
848,Lucas Wallmark\wallmlu01,24,TOT,C,67,12,13,25,0,18,2.3,9,3,0,0,84,14.3,856,12:47,26,57,379,50.3,2019-20
849,Jake Walman\walmaja01,23,STL,D,1,0,0,0,1,0,0.1,0,0,0,0,1,0.0,11,11:04,1,0,0,,2019-20
850,Austin Watson\watsoau01,28,NSH,LW,53,6,8,14,-9,65,0.6,6,0,0,1,50,12.0,616,11:37,48,131,6,50.0,2019-20
851,Jordan Weal\wealjo01,27,MTL,C,49,8,7,15,-8,14,1.0,6,2,0,2,86,9.3,667,13:37,21,32,96,49.7,2019-20
852,Shea Weber\webersh01,34,MTL,D,65,15,21,36,8,33,7.3,12,3,0,2,185,8.1,1561,24:00,114,112,0,,2019-20
853,Yannick Weber\weberya01,31,NSH,D,41,1,2,3,-1,14,0.6,1,0,0,1,45,2.2,574,14:01,38,37,0,,2019-20
854,Anton Wedin\wedinan01,26,CHI,F,4,0,0,0,1,4,0.0,0,0,0,0,2,0.0,36,9:04,1,5,0,,2019-20
855,MacKenzie Weegar\weegama01,26,FLA,D,45,7,11,18,6,33,3.4,7,0,0,1,77,9.1,905,20:07,71,76,0,,2019-20
856,Dale Weise\weiseda01,31,MTL,RW,23,1,4,5,1,16,0.3,1,0,0,0,15,6.7,213,9:16,10,70,0,,2019-20
857,Alexander Wennberg\wennbal01,25,CBJ,C,57,5,17,22,-5,16,1.2,4,1,0,1,72,6.9,951,16:41,31,21,309,45.9,2019-20
858,Zach Werenski\werenza01,22,CBJ,D,63,20,21,41,9,10,9.1,14,5,1,4,187,10.7,1511,23:59,58,36,0,,2019-20
859,Blake Wheeler\wheelbl01,33,WPG,RW,71,22,43,65,1,37,6.4,17,4,1,2,180,12.2,1372,19:19,51,102,325,49.8,2019-20
860,Colin White\whiteco02,23,OTT,C,61,7,16,23,-12,39,1.0,6,1,0,0,83,8.4,958,15:42,30,47,275,47.4,2019-20
861,Colton White\whiteco03,22,NJD,D,6,0,0,0,-2,4,-0.1,0,0,0,0,2,0.0,84,13:59,4,3,0,,2019-20
862,Zach Whitecloud\whiteza01,23,VEG,D,16,0,1,1,3,4,0.5,0,0,0,0,9,0.0,229,14:19,16,10,0,,2019-20
863,Justin Williams\williju01,38,CAR,RW,20,8,3,11,2,6,1.5,6,2,0,2,60,13.3,272,13:37,7,20,3,30.0,2019-20
864,Colin Wilson\wilsoco01,30,COL,C,9,0,4,4,6,0,0.4,0,0,0,0,12,0.0,114,12:38,2,8,3,42.9,2019-20
865,Scott Wilson\wilsosc01,27,BUF,C,6,1,1,2,1,2,0.2,1,0,0,0,8,12.5,70,11:38,0,3,0,,2019-20
866,Tom Wilson\wilsoto01,25,WSH,RW,68,21,23,44,-3,93,4.2,15,5,1,5,154,13.6,1242,18:16,58,253,18,31.6,2019-20
867,Luke Witkowski\witkolu01,29,TBL,D,12,1,2,3,-4,13,0.2,1,0,0,0,10,10.0,106,8:48,3,38,0,,2019-20
868,Christian Wolanin\wolanch01,24,OTT,D,3,0,0,0,1,0,0.1,0,0,0,0,4,0.0,53,17:41,4,0,0,,2019-20
869,Miles Wood\woodmi01,24,NJD,LW,68,11,12,23,-19,57,1.4,11,0,0,1,141,7.8,900,13:14,26,102,0,0.0,2019-20
870,Kailer Yamamoto\yamamka01,21,EDM,RW,27,11,15,26,17,12,3.7,9,2,0,0,44,25.0,469,17:23,13,45,1,100.0,2019-20
871,Keith Yandle\yandlke01,33,FLA,D,69,5,40,45,0,20,5.6,3,2,0,0,129,3.9,1359,19:42,51,18,0,0.0,2019-20
872,Alexander Yelesin\yelesal01,23,CGY,D,4,0,0,0,0,0,0.1,0,0,0,0,2,0.0,50,12:30,0,13,0,,2019-20
873,Danil Yurtaykin\yurtada01,22,SJS,F,4,0,0,0,-1,0,-0.1,0,0,0,0,2,0.0,52,13:00,2,3,0,,2019-20
874,Pavel Zacha\zachapa01,22,NJD,C,65,8,24,32,-12,14,2.0,3,3,2,1,97,8.2,1057,16:16,19,62,283,43.3,2019-20
875,Filip Zadina\zadinfi01,20,DET,RW,28,8,7,15,-13,2,1.3,4,4,0,1,60,13.3,425,15:10,10,11,1,100.0,2019-20
876,Nikita Zadorov\zadorni01,24,COL,D,64,4,9,13,6,65,2.7,4,0,0,0,65,6.2,1137,17:46,66,175,0,,2019-20
877,Nikita Zaitsev\zaitsni01,28,OTT,D,58,1,11,12,-8,22,1.7,1,0,0,0,64,1.6,1285,22:09,121,108,0,,2019-20
878,Travis Zajac\zajactr01,34,NJD,C,69,9,16,25,-12,28,1.2,7,1,1,1,72,12.5,1180,17:06,39,58,576,52.8,2019-20
879,Mika Zibanejad\zibanmi01,26,NYR,C,57,41,34,75,9,14,9.7,23,15,3,6,208,19.7,1233,21:38,49,51,592,49.2,2019-20
880,Mats Zuccarello\zuccama01,32,MIN,LW,65,15,22,37,-9,18,3.1,12,3,0,2,96,15.6,1036,15:56,36,13,9,64.3,2019-20
881,Jason Zucker\zuckeja01,28,TOT,LW,60,20,21,41,-4,21,4.3,13,7,0,4,111,18.0,980,16:20,23,53,12,29.3,2019-20
882,Valentin Zykov\zykovva01,24,VEG,LW,15,1,3,4,-2,6,0.1,0,1,0,0,19,5.3,183,12:13,3,20,0,0.0,2019-20
